image_id,id,caption
55903,761809,A little girl sitting on a bench next to a beige dog. 
36663,812996,The child holding a toy laptop is sitting on a metro train. 
401428,48591,A man snowboarding in the snow during daylight.
498015,68900,A lot of kids at a tennis event.
523546,646023,A girl laying on a couch with a bird on her head.
546975,347513,A toilet and a urinal separated by a gray partition
59528,558421,A corner of a street at night with a well lit business and sign.
352440,524868,A person on skis skiing down a steep run.
415806,243215,Some white rice and two brocolli florets rest on a spoon.
332296,118398,A city street with stop lights and street signs
559995,661231,A one way sign on a street corner. 
335909,504138,A woman cross country skiing in an open snow-covered area.
210134,724617,Several buses that are parked very close to each other in a parking lot.
177356,152197,A man riding a skateboard in the air next to tall buildings.
163431,573326,Three luggage bags are on the floor as plastic bags are on the bed.
361148,679000,there is a small bowl of soup and vegetables 
354827,324609,A man eating a sandwich in a kitchen
197886,529868,A MAN WEARING HIS CYCLE CLOTHES WITH HIS BICYCLE.
425288,725281,A cat laying on a couch in a room.
17810,84093,View of a commuter train passing over an overhang from a mirror. 
128282,694825,"A man is jumping while swinging a tennis racket, and the other man is ducking."
308963,1478,a player getting ready to take a swing
429437,214299,Dishes of prepared food laid out on a table with empty glasses and plates
117445,436301,A parrot staring out the window of a moving car.
413297,325848,A pair of zebra's leaned over eating grass in a field.
411400,434168,"A bathroom with a wide sink, low toilet and glass-walled shower."
112327,292436,"A box of produce, including apples, pears, kiwi, carrots and clementines"
544427,309079,A bench leaning against a corrugated sided building and glass door.
358465,103187,A dog laying on it's back on a bed.
225562,79382,Some kids look at a birthday cake while a man puts candles on it. 
35497,591715,A train parked inside of a station next to giant pillars.
455287,586082,There is a guy flying through the air with a skateboard.
408515,553674,A bike rests on a stop sign pole in a city intersection.
214634,565398,A white bathroom sink sitting under a mirror.
199093,18692,A man making a face is holding a donut.
198436,413710,A plain empty kitchen with wood cabinets 
203775,554037,A bear walking in the woods through the grass. 
448803,348904,a angle shot of a guy on a skate board 
66520,44005,A man carries his dog on his motorcycle
292519,386011,A woman is blurry as she rides her bike next to shops in a city.
461484,535249,a group of people skiing down a snowy slope
164901,573744,Two people ride an elephant that's been ceremonially decorated.
581857,82796,Several people browsing through a fruit and vegetable market.
526671,254352,a white and black cat and a brown and white dog 
432805,534227,A bluebird sitting of a piece of barbed wire.
377808,761375,A skier is traveling down a slope while a dog is behind.
573700,516500,A double deck bus parked in a lot with other buses.
171235,376016,Three giraffes are grazing in a cluster of trees.
9062,126851,A grilled sandwich with onions and cheese rests beside home fries.
513606,501243,This outdated bathroom really could use some updating.
513522,728472,"Skiers head down a snowy mountain, with clear skies in the background."
79632,93528,Black and white photo of person walking with umbrella.
104977,62397,A young child taking a bite out of broccoli.
425788,384328,A black and white cat sniffing food on a fork.
369644,206982,a woman in a black and white dress and three white urinals
260740,284624,The reflection of a red truck in a buildings windows
537064,198203,Two lighthouses in the ocean with a sailboat sailing.
493471,631683,The cow had been tied up by the cowboys and was given a shot.
37091,431086,a piece of cloth with a big cut down the middle
230020,625450,A person with a backpack on sitting by some luggage.
376523,778539,A man swinging a baseball bat while standing on a field.
412544,777072,a man in a blue shirt is playing the nintendo wii
32368,127115,A women expressing negative feelings while on a cell phone
456262,156656,A white cockatoo is playing with a stuffed toy
203143,671356,Broken sinks in a room with a window and curtains
98989,70746,A cluster of traffic stopped at a red traffic light.
98733,123438,a brown dog with a black collar is sitting on a rug and a cat is outside
181941,402966,Two people flying through the air while riding skis.
88487,33719,On this city street here is a red fire plug a few feet from the street sign.
395853,369144,A group of people in business suits stand around and smile.
486543,274172,An old fashioned kitchen with brown tile floors.
371534,813037,A little child sitting atop the bottom portion of a bunk bed.
504861,686465,A picture of a refrigerator sitting on top of a shelf.
139333,782958,A picture of a bright red flower in a vase.
122259,460618,two males at a brown table and some wine glasses
415288,491025,A group of people standing around bikes on a dirt field.
52383,788327,a man catching a wave on his surfboard
15404,225939,Landscape picture with storm clouds moving in and rain.
445007,785260,A cat sits by a table looking over canned and loose food. 
212814,512079,"A mixture of peppers, broccoli, chicken, and potatoes with a cream sauce.  "
403913,170856,A white bowl sitting on top of a table next to carrots and cabbage.
106562,543050,A black locomotive train engine parked with people loading pieces of wood into it from the side.
64616,327492,The birthday cake is made for the child's birthday
338248,673799,A microwave oven on a dock near the water.
83626,365623,A cat near a fence and a soccer ball.
542165,709188,there is a pug dog that is making a mean face
369446,708444,A woman in a red dress standing by a rail by water.
438922,160258,A bowl of real Manhattan Clam chowder looks delicious. 
204626,132246,A person skiing outside while it is snowing.
108865,610710,A man launches a brilliantly colored kite into the sky.
95651,660393,a panda bear that is sitting in a tree
96073,689794,There is no image on this page to describe.
568461,486569,there is a man that is half naked on a skate board in the street 
579906,132822,The person is riding a dirt bike in the grass.
454725,520839,A man skis past trees covered in snow.
499611,196853,An adult with three children on skis at the bottom of a small hill.
153880,595463,A YOUNG KID IS WASHING HIS HANDS IN THE BATHROOM
538058,508845,A display of modern at with an orange color scheme.
68459,234393,A woman is playing tennis on the tennis court. 
197780,707028,A man playing tennis is swinging at a ball.
427068,563467,A cellphone key pad that has various numbers on it.
352185,744525,The man is riding his bike in front of the bus.
410947,267758,A whole pizza with fresh tomatoes sitting on a cutting board.
323230,708013,gray train on gray train tacks and blue sky
240912,145238,A tennis player is hitting the ball in the heat of a serious match
353881,341600,A time lapse photo of a busy intersection with a lot of cars.
389312,829465,A cell phone on top of a computer keyboard.
1756,439936,A man is sitting at a table alone in front of a crowd of people.
190998,515787,Three people standing at the waters edge on a beach with a blue surfboard.
324936,650213,An apartment kitchen showing an open pantry door.
236571,582897,A pitcher on the mound winds up for a pitch
117192,796128,A few people are enjoying the surf on a beautiful day.
378604,92061,A very clean kitchen with plenty of counter space. 
239263,320654,A surfboard rests in the back seat of a convertible.
446846,742713,A tennis player jumps to make contact with the ball.
453646,462940,zebras in an orphanage and tourist coming to see them
63561,561168,A muffin in a paper cup sitting on a Krispy Kreme bag.
33091,580735,Baseball players warming up to bat on the edge of a field
81811,190236,a person gets ready to fly a huge kite on the beach
118278,413740,A girl in a chair with a large stuffed bear. 
493812,477066,A large old time brick clock tower building surrounded by trees. 
168289,219006,a black bird in front of an elephant
526203,220016,A man is winging his tennis racket at a game.
23024,687053,A group of cars driving on the road. 
299881,236544,A close up of a pizza with healthy vegetable toppings.
556503,728087,An ox is standing in an open field.
432008,615518,A huge clock tower is seen at the top of this church.
566146,274652,A white freezer refrigerator sitting next to a stove top oven.
267497,303313,The back of a television that is sitting next to a desk and by a window.
533159,542116,A person jumping up in the air on a snowboard.
304315,263609,A black cat is sitting idly in the chair in front of a big selection of records. 
110046,223955,Someone is standing outside in the snow holding a glass of wine.
65955,428143,A person is flying kites on the grass.
421677,351690,A red kite and a blue sky are flying in the sky.
465625,245163,a man on a screen behind a beer bottle 
311589,705135,A man making preparations to fly a kite.
555782,737656,Two horses are standing together near a fence.
235681,382609,A photo of a fire hydrant showing how to open it.
124202,714786,A dog sits in an office chair at a table
530433,112290,A red and white double decker bus driving down a city street
501381,183832,A skateboarder jumps off a ramp into a pile of foam blocks.
329566,121508,"A laptop computer, cell phone and speaker sit on a desktop."
400828,161846,Two kids and one adult exiting a ski lift
406342,403223,A boat sitting next to a blue boat on a sandy shore.
220821,717542,Group of giraffes standing together in an open field. 
555602,711328,a man is standing and holding a game controller
219880,102949,Two women discuss the food that they are preparing.
101218,226211,a man sitting in a chair and holding a tennis racket.
303608,478553,A crowd of people standing around a white double decker bus.
571513,294428,A kitchen with a counter containing various items and rumpled newspaper falling out of a cabinet
41135,613351,A tennis player is sprinting toward the ball to return it with her racket.
505152,210432,A wide-angle photo shows two women preparing plates in a kitchen.
508382,258498,A number of people gathered at a birthday party.
330236,214370,Little baseball player holding the bat high up by his head
122142,247962,A blue and white street sign next to street at night.
186791,215856,The baseball player in the outfield extends his glove.
225392,66398,A man sitting next to a big red stop sign in the middle of the street
197713,810393,a man is holding up some food in a bun
199165,190568,a public transit bus on a city street with trees in the background
68700,573336,A baseball player swinging a bat over a base.
389157,305989,a small group of people with hats and eye glasses
176873,524309,A busy city street looking all the way down the street 
106229,428319,A dog is laying on the carpet by a boot.
85446,767746,A dog curls up on a pillow in the middle of a couch.
271092,393358,a close up of a train on a train track
142946,144045,Two pulled pork sandwiches are accompanied by beans.
65420,616719,a bunch of people with umbrellas walk down a city street
568851,541692,A pizza sits on a cardboard box. 
356549,401181,A view of a runway and a single passenger plane that is on it.
401699,769171,The cow is perched on a rather steep hill.
368103,415155,A room has a bed with white sheets and a mirror on the wall. 
226258,734623,a horse in a field of green grass near some trees 
182121,374953,A woman crouches next to a fire hydrant.
28420,51849,a tv set in a wall with a white frame around it
562745,105906,A family of giraffe walking around a stone filled hillside.
470036,590835,A group of men walking down a stair well.
547072,691924, a building with a street sign on the side and a metal fence in front
375709,423866,A person by a table with some food.
336672,582300,The baby elephant is walking up a hill. 
199063,70440,Large street sign engraved onto the side of a cobblestone street. 
482699,396394,A man in a hat suit tie and wearing glasses
2645,306206,a hot dog with mustard and onions on a wooden table
455198,150897,A cat sitting on the roof of a car.
510006,215864,A cat basks in the sun in the back of a car.
403720,311499,A trainer holding a frisbee having their dog shake his hand.
80556,345042,A men's bathroom with black walls and white urinals.
232114,291406,A traffic sign shows a red light in a construction area.
460491,605928,The tennis players are both getting ready to hit a ball
292585,680017,A woman holding an umbrella in front of an oriental building.
147941,225299,A woman in a red dress playing a game of tennis.
259745,239280,The vase with red and yellow flowers is next to the laptop. 
208915,660580,Two vultures stand next to a dead animal.
397648,322351,A large group of sailboats docked in a harbor as people work on them.
177925,690526,A small boy is holding two pizza muffins.
198514,648537,A large tower sits at the end of the street.
456350,419144,A clock tower in front of a night sky
409444,323574,A time lapse image of a skate boarder going over a hill.
127278,591085,Three men are playing frisbee in a field.
135790,632888,a jet airplane in the sky above some trees
209203,532730,A lady covering herself with an umbrella in rainbow colors
199952,441409,A cat sitting on a coach wearing a tie with skulls on it. 
69311,445509,there are five people on surf boards in the ocean
118207,235106,Several people wearing ski racing outfits are on a trail.
186562,476268,A man on his skate board on a ramp. 
552295,135699,A cat looks into a mirror beside a bowl.
456639,150401,Several people on skis going over an ice covered bridge.
344885,184465,A white entertainment center holds electronics in front of a green wall.
347660,636835,A red motorcycle sitting next to a lush green forest.
468896,661535,"A lady sitting on a bed, holding her child to sit in front of a laptop."
264307,266899,Two men in park playing with a white frisbee.
334491,209859,A white clock decorated with grains and garlic. 
494341,648459,A young woman laying on a sofa using a laptop.
107313,557582,Person driving a motorcycle down a road that is lined with motorcycles.
294309,49604,The girl is holding onto two strings attached to a kite in the sky.  
323476,477156,a fire truck at an intersection resting on its side
5740,522481,Two young children playing with surfboards in the water. 
519867,622805,A tattered Jamaica sticker by the handle of an old suitcase
415458,280704,A pitcher throwing the ball to waiting man at bat.
553148,211543,A large group of competitive cross country skiers.
336578,376141,A man standing beside a new stainless steel refrigerator.
238080,815132,A man in a dark suit jacket and tie standing against a brick wall.
305832,757651,this is a negative of a picture of an orange
460995,708571,A small black dog sitting on top of a sandy beach.
204345,718928,a sad little teddy bear laying in bed 
483083,304524,a wine rack full of wine bottles and some soda sitting next to a mini frig
450608,257302,A single person rowing a boat on the water
272957,512116,A parade of motorcycles goes through the city.
394151,765975,A woman standing on a red stool behind a car
564302,278608,"A living area with a desk, chairs and a dry erase board."
385157,307281,two elephants standing next to each other in their pen
7838,486375,a couple of people sit on a bench underneath a giant tree
393428,14093,A person is holding a hot dog with a bun in their hands.
374887,536567,The cake on the table is ready to be eaten. 
295753,120490,A laptop on a small table with three chairs around.
212643,20184,A Eurolot plane flying over head with clear skies.
340425,426433,A man standing in front of a bathroom mirror next to a sink.
58738,302782,A man in blue shirt and white shorts playing tennis.
192671,422363,Several people standing near a train in a rail yard.
93826,583431,A man surfing on the surfboard in the ocean. 
384030,621388,The sun shining on this building enhances it's architectural attributes.
436830,294314,A cheese cake in front of a tray of cup cakes.
61046,369365,a guy trying to do a jump with a skateboard 
539848,725556,City bus stopped at an intersection in front of a restaurant.
350617,126035,A living room with floral print furniture and pink couch
405742,239972,an image of a cake that needs to be baked
348359,478832,A man kneeling down next to a bath tub holding a rag.
51285,451336,One girl giving the peace sign while the other looks and laughs both are holding remote controls.
166556,581493,two surfers are carrying their surfboards and water
245271,457153,a man playing with a frisbee in  the back yard 
23957,743011,A steam engine drives down some tracks through the country.
112078,41434,"A boy, a cow and a calf standing in a field."
274916,479370,A woman kneeling down next to a small black dog.
496440,742010,People stand about outdoors in the parking lot.
258017,91092,A large bedroom with art over the bed
350549,644277,a pair of scissors with a credit card in front of it 
253221,63370,A street corner with a elephant shaped car wash sign.
124360,40230,Two people making home made doughnuts on the stove.
160327,678808,A large boat is traveling on the open water
46990,345077,Man snowboarding downhill on a bleak overcast day.
558702,242646,A toddler holding a sweet potato up to his ear while sitting in a grocery cart.
339006,664416,A hitter prepares to swing as the ball approaches the plate.
481209,350384,Single silver topped fire hydrant in the city.
2998,350792,A crowded city street shows numerous amounts of signs
29377,742101,"A kitchen with stove, refrigerator, and microwave in it."
426076,396131,a number of people standing near one another in a living room
488894,604144,A kitchen with wooden paneling and a coffee maker.
48017,102781,A man with a surf board walks across the beach. 
427714,442853,A group of people are playing Frisbee on the beach.
488787,340407,An airplane with stairs ready for people to board. 
57892,585182,A couple of computer mouses sitting on top of a desk.
448251,414529,A very fat cow standing in a grassy field.
411379,257740,A train follows the train tracks through a golf course.
364742,784221,a couple of zebras are standing in the grass
248876,100763,Cat standing on papers that are sitting next to a laptop.
191717,621820,"A kitchen with white appliances, wood floors, and blue walls."
129894,650003,Apparently this is a public commode that has been broken in several places.
353407,57537,Two men collide while playing a game of frisbee.
74947,79317,A knitted ivory and red colored hat on a figurine. 
547795,771288,Group of people all on laptops during a meeting
124827,729257,A living room with a large open floor plan that leads to sliding glass doors and a patio.
24547,371659,A BIG  BOX OF TOMATO AND BASIL PIZZA.
409658,416649,A white microwave above a white and black stove.
571656,471153,Chopped carrots over an organic green and purple substance.
567018,9712,A pair of donuts in a tissue paper wrapping sit atop a counter.
489140,722356,some chips and a piece of meat and vegetables
574144,170635,A brown horse riding running through a lush green field.
80098,457062,"A cat is sitting on the steps, staring at the door. "
322473,605389,A guy in a blue coat snowboards down a hill.
501197,172888,A child up to bat in a baseball game.
428208,33093,Twelve plastic containers filled with different types of food.
443391,695672,An elephant standing in the high grass near trees.
414350,220743,A large tall blue building next to a street sign.
32516,460056,A teddy bear wearing green hat and jacket. 
511208,490934,very well made meal placed in a bowl
268051,166337,A dog sits next to a red chair near the mountains.
415265,139127,"A black bird with an orange, red, and yellow beak swims in the water."
303108,441449,People are walking down the street on a rainy evening
36244,165255,an image of a herd of zebra grazing in the wilderness
276332,260080,A large group of zebra playing on a rocky terrain.
262095,251540,A boy is holding a rope while on skis.
423010,222684,A wall mounted picture next to two orange vases.
41771,109203,Two men racing each other on horses through a field.
279320,710321,A plush animal mouse staring in a mirror beside a toothbrush.
476094,768131,Young man on laptop computer with woman over shoulder.
263677,303673,"A kitchen has a dishwasher, sink, oven, microwave, and window in it."
45173,784498,"A wood block statue holding bananas, in a bin."
256151,392079,The sandwich halves are held together with tooth picks.
486451,52981,A perspective shot of multiple cars on a transit train.
286092,615505,"Delicacy nourishment being served for individuals to consume. 
"
267649,721065,An adult giraffe eating in a zoo setting.
450309,693344,Small sized giraffe standing in a grassy area looking out.
525299,309978,a long subway type train among some buildings
60325,811039,A man sitting at a table with a plate of food in front of him.
356049,349936,A herd of sheep grazing in a rocky area wit scrub brush.
575164,536061,A woman playing a match of tennis in a dress.
332594,146222,The surfer with red pants and grey top rides the wave atop the white surfboard.
48334,247103,A batter is swinging at the opponent's incoming pitch. 
39000,499233,Several birds perched on the edge of a bird bath.
74686,473714,"A bathroom with painted walls and wooden floors, along with a sink and toilet."
140074,713749,A few women are playing frisbee on a soccer field.
327895,4038,a red public bus with a sign on the back. 
77870,251700,The kitten is sprawled on the laptop keyboard.
470750,622914,A girl playing with a giraffe with a pole and buffer end on it.
514875,238817,A surfer making a sharp turn while riding a wave.
350852,267684,A large old boat docked at an old port.
510531,292406,two women sitting next to each other at a table with a pizza on it.
497327,389520,Several boats full of people next to a wooden pier.
222753,390783,a cow grassing in a field with several other cows around.
485907,157466,a little girl playing with an umbrella in the grass
205668,183182,Several boats of various types on choppy water.
113991,153158,a skier is holding on to a tow rope 
264340,96526,A man running across a tennis court holding a racket.
391773,417874,A truck parked in the sand on a cloudy day
194416,84114,A park bench sits empty under a large tree in a park. 
450426,87478,Two tall buildings in front of a cloudy background.
274480,723968,a bed that has a few pillows on it
83619,495294,A pizza sitting on top of a plate on a table.
357017,19407,A car is driving by a bus carrying items.
400309,161354,Two signs instructing drivers to watch out for bicycle riders. 
358421,99365,a woman wearing a hat and white shirt and tie with a flower that is smiling. 
180123,729768,A plate topped with two different kinds of meat and broccoli.
318768,352807,A man flying through the air while riding a skateboard.
15193,484453,A man in business attire talking on a cell phone.
400200,369255,A close shot of a female tennis player with her racket. 
31912,586617,A toilet is set up outside with a trashbag next to it
464303,790298,A man with a helmet that has a cellphone.
575786,423247,A plate with pizza sitting on a table.
265594,180456,"An elderly man smiling and holding an oversized TV remote control with big, easy-to-read buttons."
94092,580299,"A futuristic picture of people standing in a room women in short outfits, man in white jacket, and some silver looking rims or baskets."
259186,178533,A female tennis player playing a game of tennis.
177550,430739,A group of planes fly in the air with trails.
21286,383822,The wooden table has candied apples drying on it.
57395,529504,Fish and vegetable dinner on a blue plate.
104768,621476,A SMALL BOAT IS NEARING A BRIDGE WITH A TRAIN TRACK ON TOP
340623,544375,A fresh pizza with vegetables and cheese getting ready to be eaten.
227883,397881,a man with a hat talking on a cell phone.
564721,739989,A woman standing next to a child in a blue chair.
335197,788256,A baby in a tie and a matching diaper sleeping in a blanket on the grass.
474353,287152,A man wearing a tie and glasses is standing by a door.
340242,767969,"A view of a black and white photo, of people surfing."
536498,182288,a man riding a skateboard on a park ledge.
297664,454325,A woman is playing with a Frisbee on a beach.
384693,614057,Black and white image of a large building with two clocks.
403841,767875,Two people playing with an interactive gaming unit.
549501,411758,A young boy riding across the pavement of a parking lot on a skateboard
483752,32292,Two cars driving down the street past an office building
221578,223873,A clock sitting in the middle of a road next to a small house.
26365,46576,A red fire hydrant in the white snow.
210082,14102,"A bathroom scene with open double doors, double sinks and a bathtub."
167300,364965,A woman and a kid on a bed.
243280,594437,A white refrigerator freezer sitting next to a cupboard.
552267,42351,Two girls playing in a Frisbee competition with spectators looking on.
556409,800002,A motorcycle on side of the road with tree
374994,194153,A black table topped with office supplies and personal items.
544274,813099,A cat standing on the back of the passenger seat in a car. 
428851,184570,These people are having fun in the water.
196294,278540,many people riding horse drawn carriages with umbrellas
103817,536578,a man that is on top of his bike
390864,77037,Two red yellow and green birds sitting on a branch.
318381,804007,The thin crust pizza is cut into several sections. 
542112,653661,an elephant with big ears and small tusks. 
96463,561926,A person standing next to a large train.
156914,727138,A plate with quiche and salad with a fork laying on it.
144022,561336,A couple of people with umbrellas on a street.
63166,279080,A man sitting at a table with a wine glass in front of him.
542809,110849,A hand is holding an iced doughnut with sprinkles.
168521,711948,black and white of people  with umbrellas
410805,112980,Young man taking a roasted ham out of the oven.
445964,13503,A rural woman transports bananas on her head.
252567,732835,A baseball player swinging a bat on top of a field.
514457,196754,A group of bear themed toys and Finnish birthday greetings.
136570,727880,A smiling lady holding up a cell phone showing the screen.
253829,341894,a close up of two sheep behind a fence
71718,499195,Flowers in a glass vase with a purple background 
378179,204188,A women who is walking down the street on her cell phone.
296462,103646,A couple of motorcycles are parked just off the shoulder of the road with a hill in the background.
395101,338818,A group of red buses driving down  a street next to a person crossing it.
574360,182802,an area next to some water with people playing frisbee
70477,756500,a close up of some toppings on a pizza
277496,37653,The inside of a bathroom with yellow marble.
519287,596381,The surfer is using a paddle to catch the wave.
368284,537561,"a bathroom with a shower, toilet and shower curtain"
234993,314788,Two white sheep sitting together in a green pasture 
451934,254850,The two bathrooms are kept clean for people to use. 
51197,383556,A man holding a piece of produce in a market.
22440,77035,Red Liverpool Street bus driving down a city street.
91821,446061,A city bus stopped at a bus stop next to a scaffold.
514454,659383,a large fire truck that is next to a building
78079,182194,A cat that is sitting on top of a lap top.
510161,586422,A skate park with a skateboarder doing a jumping trick in the air with both hands up.
451620,408971,A male skateboarder with jeans and a tank top at a skate board park.
480807,319254,a red and black motorcycle is parked next to a black car
97801,799848,a woman holding a birthday cake with a single candle
415203,809992,a stuffed animals sitting on a bed 
555088,182240,A view of a street in which you can see some billboards.
414284,607119,A group of people pose together after a dinner outside.
255859,112589,A time lapse photo of city street traffic.
426705,632878,a couple looking at a laptop on a desk
210271,467789,A girl is feeding a giraffe through a fence. 
50206,106532,a dog running on sand with a frisbee in its mouth
109174,589208,A woman riding a bike down a street.
65426,677306,A toothbrush is sitting on a bathroom sink.
521711,560320,Rain makes it difficult to see down a dark street.
301730,696151,A baseball player getting ready to hit a ball at a game.
480797,502866,a child sleeping on a bike seat near water
524522,645232,A batter at a baseball game who is waiting to be pitched to.
522946,113868,There is a bus loading passengers in the rain
154616,506501,A woman is preparing a fish in her kitchen.
289107,661336,Two giraffes graze next to each other near some trees.
13228,299202,An open toilet in a bathroom with a vanity.
301171,326795,Several cows are on a sloping grassy hill.
114174,63902,A digital photo of various foods and cake.
32474,299658,There seems to be construction going on across the street
175057,337642,A lone bear in the woods peering forward.
82411,543810,A person on a surfboard in the water.
369866,613495,There is a woman with an umbrella and motorcycles traveling under an overpass. 
441229,6941,A shirtless skier wearing plaid shorts waits atop a hill.
280823,637016,A baseball player holding up a baseball bat.
80691,568013,"Sandwiches, drinks, and change sitting on a table."
131450,731186,A woman riding skis past a parking meter.
366863,524212,A stack of some type of food on a pan 
349017,779000,A young child is making a sandwich in the kitchen.
444866,806728,A cruiser motorcycle with tandem seats parks on a grass lawn
284507,443226,a male in a gray shirt and a female and people flying kites
313502,200894,Man in black shirt and shorts doing a trick on a skateboard.
102546,169245,A photograph of a girl with an umbrella standing on a dirt road in the woods.
232663,757885,a table that has a lot of plates on it
406895,487012,Several young men standing near a cement wall.
31666,464664,A black train traveling down tracks near a station.
207751,251891,Over twenty rail cars are all in a lot.  
381546,800892,a person and a dog are on a bench
374360,622322,The van is red with green at the bottom
191666,238740,A very dingy looking tiled bathroom with a sink and toilet.
228808,310729,A large grass pasture land with sheep grazing on grass.
261902,580548,A person and a dog with a Frisbee.
381633,228039,A man is sitting with a book in between his knees on a red couch.
304963,500504,a number of baseball players on a field
568288,551167,A man is leading a horse to a fountain to drink water.
147735,699299,An English rider on a cantering draft horse.
252749,823435,A tall tower with a clock on the top.
350759,85526,A train travels down the track and under a bridge.
354841,526686,A cat is laying down in a box on the floor.
95747,743925,There are two streets signs attached to the stop sign.
197950,389483,A small road side vendor shack set up for a charity.
101234,508779,A baseball player holding a baseball bat at a baseball field. 
396120,528535,A white refrigerator freezer sitting on top of a kitchen floor.
520800,685822,A man does a skateboard trick in front of spectators. 
260651,306098,A young man using a laptop in front of a desk with a desk computer.
164783,634384,A professional baseball player finishes swinging his bat. 
129980,556502,A lobby is shown inside of a two story building.
314758,710625,One man catches a Frisbee while another has his hands up.
168316,823542,There are many stuffed animals on the table.
321711,122746,two double decker buses driving down a street
330487,378181,A young man is holding a red stick like a bat.
394972,225677,A tall white building with a large clock tower in the middle of it.
344442,365513,A sidewalk area with a red fire hydrant near a light pole
158261,72832,A giraffe standing up looking out a fence. 
96705,660812,A man eats a banana while standing outside.
525075,808757,The picture of a toaster on the side of a black pole.
113634,618767,A field filled with dairy cows grazing and eating grass.
525865,579413,Four large metal refrigerators are against a wall.
428691,739988,A small white boat traveling towards a white light house.
362281,670692,A trio of tennis playing ladies from the 1920's.
411885,6093,A young man goes airborne while riding a skate board.
306824,739808,A sign that has a horse on it and says go colts
402590,471242,A cat laying in a sink next to a counter top.
90573,257227,Little kids in uniforms playing soccer on a field.
437282,492402,A young boy climbing up the inside of a refrigerator.
420085,305834,A mike pulling a cart full of feed bags.
308192,335966,there is a broken tree log on the ground 
171435,703455,open laptop computer on a bad with wrinkled clothes
227497,201425,Laptop and computer on a white office desk.
136064,253652,Partiers watch as people play Wii in the living room.  
119494,323224,The man is throwing the baseball during the game. 
14769,62503,A man holding a glowing red light on a sports field.
38226,437613,A young girl is holding her nose next to two people. 
397678,171609,A group of  young boys riding skis on a snow covered ski slope.
336489,641451,Several campers are relaxing near a body of water
278549,66352,A child is holding up a piece of food in front of the camera.
236990,734971,A large jet sitting on top of an airport runway.
569349,323987,The backs of two wooden benches in front of flowers and a tree.
551542,465193,A street parking meter covered in new snow.
48558,454189,The man wants to hit the pinata on the tree.
101952,779950,This is someones office inside of their home.
235547,507869,This cow is nursing and has a udder full of milk. 
382083,473667,A man is about to walk by the advertisements. 
246815,826107,A large group of kites fly in the air on a gloomy day at the beach. 
140351,634519,The man sits on his motorcycle in the road
386906,799631,There are a lot of clocks mounted onto the buildings.
194727,233072,Altered photograph of Stalin eating a hot dog man
327432,88291,A few old cars on a busy city street.
169006,441082,A freight train is traveling between two mountains. 
544156,193926,A man and a small dog on a couch.
155823,632608,The young girl is learning how to play softball.
303537,222173,A bathroom with a large mirror over a bathroom sink.
468826,499100,A large group of people are eating cake at the table.
531049,756215,The colorful cake has a small train and symbols on it. 
512786,585655,A wood chair on display in front of a wood cabinet with vases on top.
42469,210184,Only the toilet is visible through this bathroom door.
144552,265651,Several people walking with one person on a bike crosses a wide street that has lots of trees.
95867,247268,A man in underwear is putting toothpaste on a brush
345855,775812,A dog and woman covered with a blanket on a sofa.
237017,568588,A person laying on the floor in a bathroom next to the toilet. 
182032,341576,A black cow stands near a wooden bench
304627,534580,A yellow surfboard is leaning against a white wall. 
143151,786848,A man rides a bicycle across a wet intersection. 
426538,504482,A couple of zebra standing next to each other on a field.
250084,266765,The coffee is waiting on the kitchen table. 
279787,660956,a living room with a a desk and a monitor 
345742,301758,A brown cat looks down at a bunch of carrots.
387083,334303,A black and white bird on the neck of a giraffe.
249451,194357,A man in a red jersey throwing a baseball to a catcher.
466513,662094,The fuzzy owl is sitting on a tree branch.
26052,31394,A table with plates of pizza and pasta and bowls of salad.
329368,606705,A tabby cat is curled up on a scatter rug.
101960,669607,a woman is swinging a tennis racket on a court
542854,108368,A puppy laying next to a stuffed teddy bear.
367268,539648,A giraffe walking next to a mud puddle.
279187,767765,A small pizza with some leaves on top of it.
328161,217630,Two boys are chasing a ball while playing a game.
218041,820235,A black and white drawing of a person riding on a skateboard.
511281,366261,"A bathroom area with a sink, tub and large mirror."
374575,196067,Group sitting around a table with plates of food.
139757,422770,A dog is sitting outside of an ornate door.
444043,264009,Herd of white animals in a distant field with water and mountains beyond.
80801,237495,A crushed plastic bottle on the ground has an orange near the mouth.
409918,709221,Black bears in water with large black birds nearby at river.
534517,747335,a modern hotel lobby with a Christmas tree
208067,132604,Traffic is flowing away from a multi-story building.
390664,689145,A dog with a stuffed teddy bear in his mouth
334453,761075,a zebra near a road with a tree in the background 
493202,512218,A man with a pizza in front of him. 
358185,411723,Older man gets work done on his laptop while on his commute.
109580,812745,A man in a suit with his eyes closed.
527689,258226,Closeup of the head of a white cow on road.
225358,136204,A giraffe walking through a zoo type enclosure.
174217,384234,A man in cowboy hat riding on a grey horse.
330923,657789,No parking is allowed in this area of the parking lot.
433084,812322,"An antenna device that is strapped to the bottom of an aircraft, looking down on trees below."
53136,70617,A white bowl filled with rice covered in vegetables in chili sauce.
316725,360345,A banana with a frownie face drawn on it is by a computer.
473391,502201,a desk with a monitor a keyboard and a mouse
507440,749209,A giraffe is out in the middle of the field and he is very tall.
254397,190382,A man standing in a kitchen that is devoted to making donuts.
410754,82680,A man kneeling down in a herd of sheep
517601,54233,A small plane flies close to the ground on the beach.
